_id,timestamp,userId,focusScore,currentStreak,longestStreak,sessionDuration,activeFileDuration,idleTime,typingRhythm,tabMetrics,copyPasteMetrics,errorMetrics,codeMetrics,productivityStatus,achievements,errorSummary,__v
678abbd39012bfe753306f24,2025-01-17 20:21:39.679,123,90.8,0.0,0.0,0.0782,4.692,4.692,100.0,"{'total': 0, 'rapid': 0, 'patterns': {'backAndForth': 0, 'sequential': 0}}","{'total': 0, 'copy': 0, 'cut': 0, 'paste': 0}","{'syntaxErrors': 0, 'warningCount': 0, 'problemCount': 0}","{'linesAdded': 0, 'linesDeleted': 0, 'fileEdits': 0, 'codeComplexity': 0, 'testCoverage': 0}",Flow State 🚀,[],"{'total': 12, 'bySeverity': {'error': 12, 'warning': 0, 'info': 0}, 'byLanguage': {}, 'recent': [{'timestamp': datetime.datetime(2025, 1, 17, 20, 21, 37, 518000), 'message': 'missing closing quote', 'severity': 0, 'line': 1, 'column': 15, '_id': ObjectId('678abbd39012bfe753306f25')}, {'timestamp': datetime.datetime(2025, 1, 17, 20, 21, 37, 518000), 'message': 'unrecognized token', 'severity': 0, 'line': 2, 'column': 1, '_id': ObjectId('678abbd39012bfe753306f26')}, {'timestamp': datetime.datetime(2025, 1, 17, 20, 21, 37, 518000), 'message': 'unrecognized token', 'severity': 0, 'line': 2, 'column': 2, '_id': ObjectId('678abbd39012bfe753306f27')}, {'timestamp': datetime.datetime(2025, 1, 17, 20, 21, 37, 518000), 'message': 'unrecognized token', 'severity': 0, 'line': 2, 'column': 3, '_id': ObjectId('678abbd39012bfe753306f28')}, {'timestamp': datetime.datetime(2025, 1, 17, 20, 21, 37, 518000), 'message': 'expected a declaration', 'severity': 0, 'line': 10, 'column': 7, '_id': ObjectId('678abbd39012bfe753306f29')}]}",0
678ac1f544d514568c256a90,2025-01-17 20:47:49.753,123,67.07677825565246,0.0,1.0,5.000066666666667,300.004,221.424,82.58926085217485,"{'total': 1, 'rapid': 1, 'patterns': {'backAndForth': 0, 'sequential': 0}}","{'total': 0, 'copy': 0, 'cut': 0, 'paste': 0}","{'syntaxErrors': 0, 'warningCount': 0, 'problemCount': 1}","{'linesAdded': 3, 'linesDeleted': 9, 'fileEdits': 65, 'codeComplexity': 0, 'testCoverage': 0}",In The Zone 💪,"[{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac1f544d514568c256a91'), 'timestamp': datetime.datetime(2025, 1, 17, 20, 47, 49, 795000)}]","{'total': 6, 'bySeverity': {'error': 6, 'warning': 0, 'info': 0}, 'byLanguage': {}, 'recent': [{'timestamp': datetime.datetime(2025, 1, 17, 20, 42, 58, 284000), 'message': 'expected a declaration', 'severity': 0, 'line': 1, 'column': 1, '_id': ObjectId('678ac1f544d514568c256a92')}, {'timestamp': datetime.datetime(2025, 1, 17, 20, 42, 59, 309000), 'message': 'expected a declaration', 'severity': 0, 'line': 1, 'column': 1, '_id': ObjectId('678ac1f544d514568c256a93')}, {'timestamp': datetime.datetime(2025, 1, 17, 20, 43, 53, 984000), 'message': 'missing closing quote', 'severity': 0, 'line': 2, 'column': 20, '_id': ObjectId('678ac1f544d514568c256a94')}, {'timestamp': datetime.datetime(2025, 1, 17, 20, 44, 9, 499000), 'message': 'missing closing quote', 'severity': 0, 'line': 2, 'column': 20, '_id': ObjectId('678ac1f544d514568c256a95')}, {'timestamp': datetime.datetime(2025, 1, 17, 20, 44, 9, 566000), 'message': 'missing closing quote', 'severity': 0, 'line': 2, 'column': 20, '_id': ObjectId('678ac1f544d514568c256a96')}]}",0
678ac3eb44d514568c256a98,2025-01-17 20:56:11.904,123,70.8,4.0,4.0,5.00005,300.003,300.003,100.0,"{'total': 1, 'rapid': 0, 'patterns': {'backAndForth': 0, 'sequential': 0}}","{'total': 0, 'copy': 0, 'cut': 0, 'paste': 0}","{'syntaxErrors': 0, 'warningCount': 0, 'problemCount': 0}","{'linesAdded': 0, 'linesDeleted': 0, 'fileEdits': 0, 'codeComplexity': 0, 'testCoverage': 0}",In The Zone 💪,"[{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac3eb44d514568c256a99'), 'timestamp': datetime.datetime(2025, 1, 17, 20, 56, 11, 916000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac3eb44d514568c256a9a'), 'timestamp': datetime.datetime(2025, 1, 17, 20, 56, 11, 916000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac3eb44d514568c256a9b'), 'timestamp': datetime.datetime(2025, 1, 17, 20, 56, 11, 917000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac3eb44d514568c256a9c'), 'timestamp': datetime.datetime(2025, 1, 17, 20, 56, 11, 917000)}]","{'total': 6, 'bySeverity': {'error': 6, 'warning': 0, 'info': 0}, 'byLanguage': {}, 'recent': [{'timestamp': datetime.datetime(2025, 1, 17, 20, 56, 11, 824000), 'message': 'missing closing quote', 'severity': 0, 'line': 1, 'column': 15, '_id': ObjectId('678ac3eb44d514568c256a9d')}, {'timestamp': datetime.datetime(2025, 1, 17, 20, 56, 11, 824000), 'message': 'unrecognized token', 'severity': 0, 'line': 2, 'column': 1, '_id': ObjectId('678ac3eb44d514568c256a9e')}, {'timestamp': datetime.datetime(2025, 1, 17, 20, 56, 11, 824000), 'message': 'unrecognized token', 'severity': 0, 'line': 2, 'column': 2, '_id': ObjectId('678ac3eb44d514568c256a9f')}, {'timestamp': datetime.datetime(2025, 1, 17, 20, 56, 11, 824000), 'message': 'unrecognized token', 'severity': 0, 'line': 2, 'column': 3, '_id': ObjectId('678ac3eb44d514568c256aa0')}, {'timestamp': datetime.datetime(2025, 1, 17, 20, 56, 11, 824000), 'message': 'expected a declaration', 'severity': 0, 'line': 10, 'column': 7, '_id': ObjectId('678ac3eb44d514568c256aa1')}]}",0
678ac3ed44d514568c256aa3,2025-01-17 20:56:13.208,123,70.8,4.0,4.0,5.021766666666666,301.306,301.306,100.0,"{'total': 1, 'rapid': 0, 'patterns': {'backAndForth': 0, 'sequential': 0}}","{'total': 0, 'copy': 0, 'cut': 0, 'paste': 0}","{'syntaxErrors': 0, 'warningCount': 0, 'problemCount': 0}","{'linesAdded': 0, 'linesDeleted': 0, 'fileEdits': 0, 'codeComplexity': 0, 'testCoverage': 0}",In The Zone 💪,"[{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac3ed44d514568c256aa4'), 'timestamp': datetime.datetime(2025, 1, 17, 20, 56, 13, 213000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac3ed44d514568c256aa5'), 'timestamp': datetime.datetime(2025, 1, 17, 20, 56, 13, 213000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac3ed44d514568c256aa6'), 'timestamp': datetime.datetime(2025, 1, 17, 20, 56, 13, 213000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac3ed44d514568c256aa7'), 'timestamp': datetime.datetime(2025, 1, 17, 20, 56, 13, 213000)}]","{'total': 6, 'bySeverity': {'error': 6, 'warning': 0, 'info': 0}, 'byLanguage': {}, 'recent': [{'timestamp': datetime.datetime(2025, 1, 17, 20, 56, 11, 824000), 'message': 'missing closing quote', 'severity': 0, 'line': 1, 'column': 15, '_id': ObjectId('678ac3ed44d514568c256aa8')}, {'timestamp': datetime.datetime(2025, 1, 17, 20, 56, 11, 824000), 'message': 'unrecognized token', 'severity': 0, 'line': 2, 'column': 1, '_id': ObjectId('678ac3ed44d514568c256aa9')}, {'timestamp': datetime.datetime(2025, 1, 17, 20, 56, 11, 824000), 'message': 'unrecognized token', 'severity': 0, 'line': 2, 'column': 2, '_id': ObjectId('678ac3ed44d514568c256aaa')}, {'timestamp': datetime.datetime(2025, 1, 17, 20, 56, 11, 824000), 'message': 'unrecognized token', 'severity': 0, 'line': 2, 'column': 3, '_id': ObjectId('678ac3ed44d514568c256aab')}, {'timestamp': datetime.datetime(2025, 1, 17, 20, 56, 11, 824000), 'message': 'expected a declaration', 'severity': 0, 'line': 10, 'column': 7, '_id': ObjectId('678ac3ed44d514568c256aac')}]}",0
678ac44044d514568c256aae,2025-01-17 20:57:36.487,123,90.8,0.0,0.0,0.02928333333333333,1.757,1.757,100.0,"{'total': 0, 'rapid': 0, 'patterns': {'backAndForth': 0, 'sequential': 0}}","{'total': 0, 'copy': 0, 'cut': 0, 'paste': 0}","{'syntaxErrors': 0, 'warningCount': 0, 'problemCount': 0}","{'linesAdded': 0, 'linesDeleted': 0, 'fileEdits': 0, 'codeComplexity': 0, 'testCoverage': 0}",Flow State 🚀,[],"{'total': 0, 'bySeverity': {'error': 0, 'warning': 0, 'info': 0}, 'byLanguage': {}, 'recent': []}",0
678ac56a44d514568c256ab0,2025-01-17 21:02:34.738,123,94.8,4.0,4.0,4.969233333333333,298.154,298.154,100.0,"{'total': 0, 'rapid': 0, 'patterns': {'backAndForth': 0, 'sequential': 0}}","{'total': 0, 'copy': 0, 'cut': 0, 'paste': 0}","{'syntaxErrors': 0, 'warningCount': 0, 'problemCount': 0}","{'linesAdded': 0, 'linesDeleted': 0, 'fileEdits': 0, 'codeComplexity': 0, 'testCoverage': 0}",Flow State 🚀,"[{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac56a44d514568c256ab1'), 'timestamp': datetime.datetime(2025, 1, 17, 21, 2, 34, 744000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac56a44d514568c256ab2'), 'timestamp': datetime.datetime(2025, 1, 17, 21, 2, 34, 745000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac56a44d514568c256ab3'), 'timestamp': datetime.datetime(2025, 1, 17, 21, 2, 34, 745000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac56a44d514568c256ab4'), 'timestamp': datetime.datetime(2025, 1, 17, 21, 2, 34, 745000)}]","{'total': 0, 'bySeverity': {'error': 0, 'warning': 0, 'info': 0}, 'byLanguage': {}, 'recent': []}",0
678ac69644d514568c256ab6,2025-01-17 21:07:34.738,123,96.8,9.0,9.0,9.969266666666666,598.156,598.156,100.0,"{'total': 0, 'rapid': 0, 'patterns': {'backAndForth': 0, 'sequential': 0}}","{'total': 0, 'copy': 0, 'cut': 0, 'paste': 0}","{'syntaxErrors': 0, 'warningCount': 0, 'problemCount': 0}","{'linesAdded': 0, 'linesDeleted': 0, 'fileEdits': 0, 'codeComplexity': 0, 'testCoverage': 0}",Flow State 🚀,"[{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac69644d514568c256ab7'), 'timestamp': datetime.datetime(2025, 1, 17, 21, 7, 34, 743000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac69644d514568c256ab8'), 'timestamp': datetime.datetime(2025, 1, 17, 21, 7, 34, 743000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac69644d514568c256ab9'), 'timestamp': datetime.datetime(2025, 1, 17, 21, 7, 34, 743000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac69644d514568c256aba'), 'timestamp': datetime.datetime(2025, 1, 17, 21, 7, 34, 743000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac69644d514568c256abb'), 'timestamp': datetime.datetime(2025, 1, 17, 21, 7, 34, 743000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac69644d514568c256abc'), 'timestamp': datetime.datetime(2025, 1, 17, 21, 7, 34, 743000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac69644d514568c256abd'), 'timestamp': datetime.datetime(2025, 1, 17, 21, 7, 34, 743000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac69644d514568c256abe'), 'timestamp': datetime.datetime(2025, 1, 17, 21, 7, 34, 743000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac69644d514568c256abf'), 'timestamp': datetime.datetime(2025, 1, 17, 21, 7, 34, 743000)}]","{'total': 0, 'bySeverity': {'error': 0, 'warning': 0, 'info': 0}, 'byLanguage': {}, 'recent': []}",0
678ac9ed44d514568c256ac1,2025-01-17 21:21:49.970,123,72.15247478202457,1.0,1.0,5.000283333333333,300.017,292.783,56.17491594008191,"{'total': 1, 'rapid': 1, 'patterns': {'backAndForth': 0, 'sequential': 0}}","{'total': 0, 'copy': 0, 'cut': 0, 'paste': 0}","{'syntaxErrors': 0, 'warningCount': 0, 'problemCount': 0}","{'linesAdded': 0, 'linesDeleted': 0, 'fileEdits': 16, 'codeComplexity': 0, 'testCoverage': 0}",In The Zone 💪,"[{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ac9ed44d514568c256ac2'), 'timestamp': datetime.datetime(2025, 1, 17, 21, 21, 49, 985000)}]","{'total': 15, 'bySeverity': {'error': 15, 'warning': 0, 'info': 0}, 'byLanguage': {}, 'recent': [{'timestamp': datetime.datetime(2025, 1, 17, 21, 16, 58, 493000), 'message': 'this declaration has no storage class or type specifier', 'severity': 0, 'line': 1, 'column': 1, '_id': ObjectId('678ac9ed44d514568c256ac3')}, {'timestamp': datetime.datetime(2025, 1, 17, 21, 16, 58, 493000), 'message': 'identifier ""EMB"" is undefined', 'severity': 0, 'line': 1, 'column': 4, '_id': ObjectId('678ac9ed44d514568c256ac4')}, {'timestamp': datetime.datetime(2025, 1, 17, 21, 16, 58, 493000), 'message': ""expected a ';'"", 'severity': 0, 'line': 3, 'column': 1, '_id': ObjectId('678ac9ed44d514568c256ac5')}, {'timestamp': datetime.datetime(2025, 1, 17, 21, 16, 58, 493000), 'message': 'identifier ""EMB"" is undefined', 'severity': 0, 'line': 5, 'column': 4, '_id': ObjectId('678ac9ed44d514568c256ac6')}, {'timestamp': datetime.datetime(2025, 1, 17, 21, 16, 58, 493000), 'message': ""expected a ';'"", 'severity': 0, 'line': 6, 'column': 1, '_id': ObjectId('678ac9ed44d514568c256ac7')}]}",0
678ace6e44d514568c256ac9,2025-01-17 21:41:02.011,123,94.8,4.0,4.0,5.00005,300.003,300.003,100.0,"{'total': 0, 'rapid': 0, 'patterns': {'backAndForth': 0, 'sequential': 0}}","{'total': 0, 'copy': 0, 'cut': 0, 'paste': 0}","{'syntaxErrors': 0, 'warningCount': 0, 'problemCount': 0}","{'linesAdded': 0, 'linesDeleted': 0, 'fileEdits': 0, 'codeComplexity': 0, 'testCoverage': 0}",Flow State 🚀,"[{'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ace6e44d514568c256aca'), 'timestamp': datetime.datetime(2025, 1, 17, 21, 41, 2, 51000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ace6e44d514568c256acb'), 'timestamp': datetime.datetime(2025, 1, 17, 21, 41, 2, 51000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ace6e44d514568c256acc'), 'timestamp': datetime.datetime(2025, 1, 17, 21, 41, 2, 51000)}, {'type': 'CLEAN_CODE_CHAMPION', 'description': 'Maintained high code quality standards!', '_id': ObjectId('678ace6e44d514568c256acd'), 'timestamp': datetime.datetime(2025, 1, 17, 21, 41, 2, 51000)}]","{'total': 5, 'bySeverity': {'error': 5, 'warning': 0, 'info': 0}, 'byLanguage': {}, 'recent': [{'timestamp': datetime.datetime(2025, 1, 17, 21, 36, 6, 167000), 'message': 'this declaration has no storage class or type specifier', 'severity': 0, 'line': 1, 'column': 1, '_id': ObjectId('678ace6e44d514568c256ace')}, {'timestamp': datetime.datetime(2025, 1, 17, 21, 36, 6, 167000), 'message': 'identifier ""EMB"" is undefined', 'severity': 0, 'line': 1, 'column': 4, '_id': ObjectId('678ace6e44d514568c256acf')}, {'timestamp': datetime.datetime(2025, 1, 17, 21, 36, 6, 167000), 'message': ""expected a ';'"", 'severity': 0, 'line': 3, 'column': 1, '_id': ObjectId('678ace6e44d514568c256ad0')}, {'timestamp': datetime.datetime(2025, 1, 17, 21, 36, 6, 167000), 'message': 'identifier ""EMB"" is undefined', 'severity': 0, 'line': 5, 'column': 4, '_id': ObjectId('678ace6e44d514568c256ad1')}, {'timestamp': datetime.datetime(2025, 1, 17, 21, 36, 6, 167000), 'message': ""expected a ';'"", 'severity': 0, 'line': 7, 'column': 1, '_id': ObjectId('678ace6e44d514568c256ad2')}]}",0
678b386c5688c1bdd6026171,2025-01-18 05:13:15.994,123,42.6644236185991,0.0,0.0,5.0001500000000005,300.009,281.591,87.88141206199703,"{'total': 6, 'rapid': 3, 'patterns': {'backAndForth': 1, 'sequential': 2}}","{'total': 0, 'copy': 0, 'cut': 0, 'paste': 0}","{'syntaxErrors': 0, 'warningCount': 0, 'problemCount': 5}","{'linesAdded': 6, 'linesDeleted': 0, 'fileEdits': 37, 'codeComplexity': 0, 'testCoverage': 0}",Focused 🎯,[],"{'total': 50, 'bySeverity': {'error': 50, 'warning': 0, 'info': 0}, 'byLanguage': {}, 'recent': [{'timestamp': datetime.datetime(2025, 1, 18, 5, 12, 19, 919000), 'message': 'this declaration has no storage class or type specifier', 'severity': 0, 'line': 1, 'column': 1, '_id': ObjectId('678b386c5688c1bdd6026172')}, {'timestamp': datetime.datetime(2025, 1, 18, 5, 12, 19, 919000), 'message': 'identifier ""EMB"" is undefined', 'severity': 0, 'line': 1, 'column': 4, '_id': ObjectId('678b386c5688c1bdd6026173')}, {'timestamp': datetime.datetime(2025, 1, 18, 5, 12, 19, 919000), 'message': ""expected a ';'"", 'severity': 0, 'line': 3, 'column': 1, '_id': ObjectId('678b386c5688c1bdd6026174')}, {'timestamp': datetime.datetime(2025, 1, 18, 5, 12, 19, 919000), 'message': 'identifier ""EMB"" is undefined', 'severity': 0, 'line': 5, 'column': 4, '_id': ObjectId('678b386c5688c1bdd6026175')}, {'timestamp': datetime.datetime(2025, 1, 18, 5, 12, 19, 919000), 'message': ""expected a ';'"", 'severity': 0, 'line': 7, 'column': 1, '_id': ObjectId('678b386c5688c1bdd6026176')}]}",0
